105	104	1153	0.137255
359	377	1154	0.137255
1152	226	1155	0.139216
628	648	1156	0.143137
1154	352	1157	0.143137
960	766	1158	0.145098
1105	941	1159	0.145098
1071	12	1160	0.145098
1113	770	1161	0.147059
1023	1050	1162	0.14902
548	547	1163	0.14902
158	1049	1164	0.15098
1156	950	1165	0.152941
436	1064	1166	0.154902
724	1111	1167	0.156863
696	693	1168	0.156863
470	1097	1169	0.156863
1167	725	1170	0.156863
1170	945	1171	0.158824
582	1144	1172	0.160784
1065	1059	1173	0.160784
1149	699	1174	0.162745
902	145	1175	0.164706
722	1135	1176	0.166667
838	1090	1177	0.166667
213	1051	1178	0.166667
432	350	1179	0.168627
1153	109	1180	0.170588
1179	399	1181	0.172549
197	1139	1182	0.17451
1078	687	1183	0.176471
490	492	1184	0.176471
543	984	1185	0.176471
1176	718	1186	0.176471
407	854	1187	0.176471
165	1125	1188	0.178431
1177	1159	1189	0.180392
130	1066	1190	0.182353
268	1110	1191	0.184314
657	655	1192	0.186275
1182	892	1193	0.186275
379	989	1194	0.186275
1122	682	1195	0.188235
1189	32	1196	0.188235
513	1130	1197	0.190196
1171	891	1198	0.190196
1161	703	1199	0.190196
721	776	1200	0.192157
523	520	1201	0.194118
1199	1158	1202	0.194118
1178	215	1203	0.198039
1180	1007	1204	0.203922
282	279	1205	0.205882
1003	339	1206	0.207843
926	474	1207	0.211765
1196	828	1208	0.211765
683	674	1209	0.215686
23	13	1210	0.215686
1169	453	1211	0.219608
654	659	1212	0.221569
612	600	1213	0.221569
1188	159	1214	0.221569
1093	208	1215	0.221569
592	590	1216	0.223529
762	751	1217	0.22549
665	656	1218	0.22549
1172	1163	1219	0.22549
1216	593	1220	0.227451
583	576	1221	0.227451
428	1121	1222	0.227451
1217	744	1223	0.229412
1198	477	1224	0.233333
571	563	1225	0.235294
1220	581	1226	0.237255
1225	580	1227	0.239216
1016	413	1228	0.239216
1173	270	1229	0.239216
1228	829	1230	0.245098
425	1123	1231	0.245098
1162	680	1232	0.245098
1208	71	1233	0.247059
36	850	1234	0.247059
964	370	1235	0.24902
1215	292	1236	0.25098
1165	660	1237	0.25098
1141	206	1238	0.25098
755	763	1239	0.25098
1237	1168	1240	0.252941
1224	1143	1241	0.256863
1202	1200	1242	0.256863
131	134	1243	0.256863
905	419	1244	0.256863
1242	758	1245	0.258824
1244	475	1246	0.258824
1226	578	1247	0.258824
1193	1155	1248	0.258824
204	1084	1249	0.258824
1241	738	1250	0.260784
1211	1140	1251	0.260784
1218	664	1252	0.260784
196	1114	1253	0.262745
1245	689	1254	0.262745
1246	1230	1255	0.264706
1250	1091	1256	0.266667
1231	438	1257	0.266667
170	1127	1258	0.266667
1132	300	1259	0.266667
1201	1185	1260	0.266667
830	646	1261	0.268627
1174	711	1262	0.268627
684	779	1263	0.270588
1236	865	1264	0.270588
1232	651	1265	0.270588
1254	813	1266	0.272549
1229	200	1267	0.272549
1255	426	1268	0.272549
1194	1138	1269	0.27451
676	681	1270	0.276471
1214	1175	1271	0.276471
1136	261	1272	0.278431
1249	1205	1273	0.280392
1157	332	1274	0.280392
631	641	1275	0.284314
1187	1035	1276	0.286275
1235	1048	1277	0.290196
791	810	1278	0.290196
878	562	1279	0.290196
1265	668	1280	0.290196
1239	764	1281	0.292157
1219	546	1282	0.292157
1197	899	1283	0.292157
1183	1089	1284	0.292157
17	1108	1285	0.292157
1271	822	1286	0.292157
1280	930	1287	0.292157
1253	198	1288	0.294118
1191	325	1289	0.294118
1257	378	1290	0.294118
1247	601	1291	0.296078
43	48	1292	0.296078
1267	993	1293	0.296078
1290	1276	1294	0.3
1234	1160	1295	0.301961
154	121	1296	0.301961
1166	801	1297	0.301961
1295	1210	1298	0.301961
1248	108	1299	0.303922
1233	20	1300	0.303922
1294	888	1301	0.303922
1287	625	1302	0.303922
823	814	1303	0.303922
1302	747	1304	0.305882
1268	1107	1305	0.305882
1279	848	1306	0.307843
